mid,publish_time,user_name,user_link,content,source,location_url,location_name,image_urls,weibo_link,forward_num,comment_num,like_num,verify_typ,sentiment,neg_prob,neu_prob,pos_prob
4891963952732865,2023-04-18 19:49,陆陆陆子冈,https://weibo.com/2297981655?refer_flag=1001030103_,New Bing 真的是替代搜索引擎的完美解决方案，实用性贼拉方便！！！！！！#搜索引擎# 2福州 ​,iPhone客户端,http://t.cn/R2WxlPJ,福州,https://wx4.sinaimg.cn/orj360/88f86ad7gy1hd43ds2h2zj20zu25onoq.jpg,https://weibo.com/2297981655/MCAoXbsWt,0,3,1,没有认证,positive,0.07799409329891205,0.20146991312503815,0.7205359935760498
4891955807128357,2023-04-18 19:16,清清会捧着金黄玫瑰在星河中等你,https://weibo.com/5156127336?refer_flag=1001030103_,这是一个new bing，也是真的有病 ​,🦁院定制iPhone 13,,,https://wx2.sinaimg.cn/orj360/005CWAg8gy1hd42h543iuj30wi1ycavd.jpg,https://weibo.com/5156127336/MCAbOtUpv,0,0,0,没有认证,negative,0.8258849382400513,0.15430420637130737,0.019810795783996582
4891955106681173,2023-04-18 19:14,溜溜本溜,https://weibo.com/6515629241?refer_flag=1001030103_,"昨天走的大哥，上个年度带了我一年。New Bing被公司内网墙了的时候他吐槽公司太老古董了，可能只有跳槽了。我笑说你走了我们team就直接解散了。后来我向网络部门提交了申请，他讲要是全公司能用上New Bing那我可太偉い了。层层审批下来申请跑了一个月，终于昨天收到网络部门的回信说审核完成即将修改网络设置。我十分高兴的给他发了消息，看他是离线状态就以为是请假了。今早打完卡发现对话框还是离线，感觉有点奇怪了。打开邮箱，躺着一封訃報。我甚至还不知道“訃報”怎么念。今天又收到网络部门的回信，说New Bing已经可以用了。下了班打着伞去了神社，出了门才想起来没拿钱包。算了，投了钱也不一定灵验。下次赶上营业时间再献一盏蜡烛吧。Some are dead and some are living,In my life I’ve loved them all.ご冥福をお祈りします。 ",VVebo,,,https://wx4.sinaimg.cn/orj360/0076WUOdgy1hd42e93p2bj31400u079n.jpg,https://weibo.com/6515629241/MCAaGs24R,0,0,1,没有认证,negative,0.3592625856399536,0.3551720380783081,0.2855653762817383
4891954837462039,2023-04-18 19:13,薇不是威,https://weibo.com/1927898543?refer_flag=1001030103_,用了一个下午的chat gpt 4和new bing，现在还没有得其要领。用起来聊天确实很不错啊，最开始觉得就是一个HER的存在吧，说辅助工作，还没有发现，可能是因为我还没有掌握prompt？ ​,微博网页版,,,,https://weibo.com/1927898543/MCAafvjdt,0,0,1,没有认证,positive,0.21910591423511505,0.3086777925491333,0.47221624851226807
4891947778442249,2023-04-18 18:45,Cyber九龙,https://weibo.com/1882691850?refer_flag=1001030103_,【Chatgpt研究之现代诗02】接着问了更生僻的诗人食指，出现了几个好玩的地方：1/5 gpt原本是不认识诗人食指的（New Bing也不认识），但是引导它阅读某个网页链接后，它就开始总结了；可是总结的，除了本名是对的，其他一概胡编，把一个1948年出生的山东汉子编导了1920的潮州去；2/5 给的代表作例子也是错的；《再别康桥》已经在gpt编代表作的时候多次出现了，看来语料中权重和相关度是非常之高，然后下面列举的古诗词也是比较受人欢迎的一些；3/5 给了正确的代表作后，gpt写对了前两句，接着就”诗兴大发“开始发挥了，虽说写的绝对没有食指的好，但是主旨和有几个意象居然也还算不错；4/5 结尾给的维基百科、百度百科链接果不其然，都是编的；大语言模型毕竟还是大语言模型；5/5 附上正确完整的《相信未来》，送给最近的大家。ChatGPT ChatGPT问答 ,微博网页版,,,https://wx4.sinaimg.cn/orj360/7037990agy1hd3a1ehqnnj21782w6npd.jpg https://wx2.sinaimg.cn/orj360/7037990agy1hd3a1dzwh1j20uk0fn126.jpg https://wx1.sinaimg.cn/orj360/7037990agy1hd3a1drk4nj20aa0nqwpe.jpg,https://weibo.com/1882691850/MCzYRzqdj,0,0,1,没有认证,neutral,0.27644670009613037,0.48547932505607605,0.23807398974895477
4891943907360814,2023-04-18 18:29,XS-dr,https://weibo.com/1850134614?refer_flag=1001030103_,github copilot 和 new bing简直是学习神器 ​,iPhone,,,,https://weibo.com/1850134614/MCzSCuSSO,0,0,0,没有认证,positive,0.17144069075584412,0.3126648962497711,0.5158944129943848
4891935833590929,2023-04-18 17:57,我有浊风烈酒,https://weibo.com/2423925924?refer_flag=1001030103_,new bing 太6了 我宣布在我心中的科研神器已不再是chatgpt ​,iPhone客户端,,,,https://weibo.com/2423925924/MCzFBf4ad,0,3,0,没有认证,neutral,0.28408631682395935,0.4446675181388855,0.27124619483947754
4891925013071721,2023-04-18 17:14,-纸茶-,https://weibo.com/2946305674?refer_flag=1001030103_,此刻：想得到回应的时候，与其等待回复，不如去找New Bing聊天了。 ​,,,,,https://weibo.com/2946305674/MCzo9cT5T,0,0,5,没有认证,neutral,0.2033490091562271,0.5571990013122559,0.23945190012454987
4891891034494618,2023-04-18 14:59,-纸茶-,https://weibo.com/2946305674?refer_flag=1001030103_,New Bing，你可以的。 ​,微博网页版,,,https://wx1.sinaimg.cn/orj360/af9d0e8agy1hd3uy17twdj21dw0qr19q.jpg,https://weibo.com/2946305674/MCyvliRfQ,0,1,6,没有认证,neutral,0.0417805090546608,0.5050057172775269,0.4532136917114258
4891880427619951,2023-04-18 14:17,夏次也行,https://weibo.com/7801492782?refer_flag=1001030103_,new bing 真他妈会抬杠 ​,微博 HTML5 版,,,,https://weibo.com/7801492782/MCyeevYir,0,0,0,没有认证,negative,0.5580856800079346,0.27661415934562683,0.1653001755475998
4891866385089883,2023-04-18 13:21,独立经济学家徐爽-金融派,https://weibo.com/1014879001?refer_flag=1001030103_,今天很多人问gpt 4后升级问题，可以看我朋友圈分享的一篇《gpt 5之后，nlp大模型能不能无限变大？》说得很清楚了，结论影响有三：1、可能受制于数据量的原因，nlp升级gpt5之后暂时停滞，海内外大厂给了两年时间奋起直追！2、微软 openai会狂推应用，尽快构建生态体系，这从微软匆忙推出new bing可见一斑！3、CV机器视觉更新进入白日化，这个领域泛化大模型刚刚诞生，离停滞期还很远、潜力无穷，特斯拉也狂追猛干！4、推理领域，asic芯片迎来机会了，典型如google tpu，训练领导没法撼动英伟达，但nlp 不再快速迭代升级，推理环节asic芯片可能会有降本的机会，前提是应用大爆发，需求大增长，研发 流片等费用摊销。5、赶紧看应用领域，美国硅谷会集中火力推ai应用。熊莉最新敬上！ ,HUAWEI P50 Pro,,,,https://weibo.com/1014879001/MCxRAlm6T,0,0,1,没有认证,neutral,0.26694026589393616,0.4453195333480835,0.28774020075798035
4891858641622229,2023-04-18 12:50,行走的二进制_0_1,https://weibo.com/5666829154?refer_flag=1001030103_,OpenAI的ChatGPT和微软的New Bing我都差不多用了2个多月了，提交的申请可以很快被通过，百度的文心一言和谷歌的Bard到现在还在waitlist中。Bard还是可以期待的，文心一言这种PPT大语言模型不给用就算了，懂得都懂 ​,微博网页版,,,https://wx4.sinaimg.cn/thumb150/006bvr8ely1hd3r5z7m5lj30mx08wq76.jpg https://wx4.sinaimg.cn/orj360/006bvr8ely1hd3r5zfvivj30pd0dn77y.jpg,https://weibo.com/5666829154/MCxF66O0Z,0,0,1,没有认证,neutral,0.23610027134418488,0.3929741680622101,0.37092557549476624
4891835384730234,2023-04-18 11:18,红鲤鱼精与绿鲤鱼,https://weibo.com/1882436167?refer_flag=1001030103_,new bing真的好用 没有newbing的世界我该如何存活 ​,iPhone客户端,,,,https://weibo.com/1882436167/MCx3AjQy6,0,0,0,没有认证,positive,0.26672905683517456,0.3024947941303253,0.43077608942985535
4891833924324061,2023-04-18 11:12,财富小仙女,https://weibo.com/5263566868?refer_flag=1001030103_,GPT推动搜索引擎逆袭变局初现：三星拟使用Bing作为默认搜索引擎过去稳固的搜索引擎市场格局在AI时代迎来大变局！为了更好的AI+搜索体验，三星电子正在考虑用微软必应取代谷歌作为其设备上的默认搜索引擎，订单价值30亿美元/年。AI+搜索赛道含金量得到验证。三六零于4月16日内测的AI+搜索产品，具备比肩微软New Bing的潜力。作为A股稀有的AI＋浏览器＋搜索的三六零，进一步凸显自身稀缺性，而我们于市场首发的内测体验迎来市场高度关注。相关链接：有道云笔记​三六零正不断兑现自身于AI赛道的布局。公司于3月15日公开回答投资者，计划近期推出一系列类GPT应用产品：在ToC端，公司将借鉴New Bing的模式，推出新一代生成式AI搜索引擎、AI浏览器、AI个人助理等产品；在ToSME端，公司将推出生成式AI办公套件、AI企业即时通信工具等垂类应用；在ToG&B端，公司已经将国内最完整的安全大数据及最强大的安全专家能力赋能给了360安全AI。将包括结合了AI技术的全新“360浏览器”、“360搜索”、ToB 即时通讯APP“推推”、“苏打办公套件”等，是A股极为稀缺的类ChatGPT平台公司。投资建议：本轮AI行情不是因为ChatGPT单个现象级产品引发的短期主题投资，而是已经正在实际发生的、正带来各行各业生产力质变的近期最大科技革命。强烈推荐A股唯一同时具备搜索入口和ChatGPT技术储备的AI新龙头三六零。风险提示：行业竞争加剧，AI落地不及预期。注：以上信息来源于公开信息，行业研究报告，不作为投资依据，仅供参考投资财经ChatGPT ,微博网页版,,,,https://weibo.com/5263566868/MCx1ei8SV,0,0,0,黄V认证,neutral,0.14044348895549774,0.5988327264785767,0.260723739862442
4891831819047582,2023-04-18 11:04,华鑫大通,https://weibo.com/7119233784?refer_flag=1001030103_,GPT推动搜索引擎逆袭变局初现：三星拟使用Bing作为默认搜索引擎过去稳固的搜索引擎市场格局在AI时代迎来大变局！为了更好的AI+搜索体验，三星电子正在考虑用微软必应取代谷歌作为其设备上的默认搜索引擎，订单价值30亿美元/年。AI+搜索赛道含金量得到验证。三六零于4月16日内测的AI+搜索产品，具备比肩微软New Bing的潜力。作为A股稀有的AI＋浏览器＋搜索的三六零，进一步凸显自身稀缺性，而我们于市场首发的内测体验迎来市场高度关注。相关链接：有道云笔记​三六零正不断兑现自身于AI赛道的布局。公司于3月15日公开回答投资者，计划近期推出一系列类GPT应用产品：在ToC端，公司将借鉴New Bing的模式，推出新一代生成式AI搜索引擎、AI浏览器、AI个人助理等产品；在ToSME端，公司将推出生成式AI办公套件、AI企业即时通信工具等垂类应用；在ToG&B端，公司已经将国内最完整的安全大数据及最强大的安全专家能力赋能给了360安全AI。将包括结合了AI技术的全新“360浏览器”、“360搜索”、ToB 即时通讯APP“推推”、“苏打办公套件”等，是A股极为稀缺的类ChatGPT平台公司。风险提示：行业竞争加剧，AI落地不及预期。注：以上信息来源于公开信息，行业研究报告，不作为投资依据，仅供参考财经投资ChatGPT ,微博网页版,,,,https://weibo.com/7119233784/MCwXPBXGK,0,0,0,蓝V认证,neutral,0.12238399684429169,0.597763180732727,0.27985286712646484
4891818937815207,2023-04-18 10:13,纸鸢小茂,https://weibo.com/5046740319?refer_flag=1001030103_,New bing虽然有时效性，但是我觉得真的不够聪明，跟gpt4.0真的比不了，不过是机制所决定的，用作搜索引擎还是好使的。但是gpt关于一些很新的东西还能特别自信地输出一大堆东西，有些时候真的有点害怕它的真实性。 ​,微博轻享版,,,,https://weibo.com/5046740319/MCwD3wN5J,0,0,1,没有认证,negative,0.5336260795593262,0.27796491980552673,0.18840903043746948
4891806528179323,2023-04-18 09:23,伊豆吖,https://weibo.com/2095404553?refer_flag=1001030103_,#new bing# 这得等到什么时候啊。。 ​,微博网页版,,,https://wx4.sinaimg.cn/orj360/7ce55609ly1hd3lb7a6ebj20s90eytf5.jpg,https://weibo.com/2095404553/MCwj2yjOz,0,0,0,没有认证,neutral,0.4292683005332947,0.4425535500049591,0.12817813456058502
4891789893046043,2023-04-18 08:17,景loooooong羽,https://weibo.com/6828971867?refer_flag=1001030103_,"md,new bing变得好傻，甚至不如GPT3.5 ​",vivo S16,,,,https://weibo.com/6828971867/MCvSdcMpJ,0,0,0,没有认证,negative,0.8814349174499512,0.09019219875335693,0.028372926637530327
4891786407053971,2023-04-18 08:03,牛资料,https://weibo.com/3335452434?refer_flag=1001030103_,AI人工智能2.0：每个人的人工智能课从现在开始学习AI 拥抱未来 拥有AI 1.A1思维-引导课.mp42.什么是算力什么是token.mp43.如何开始一段与GPT的对话.mp44.什么是人工智能.mp45.刷爆全风的GPT到底是什？.mp46.New Bing带来的浏览器新格局.mp4 ​,微博网页版,,,https://wx3.sinaimg.cn/orj360/c6cef712ly1hd3j0qiz3ij20ek071aah.jpg,https://weibo.com/3335452434/MCvMAtB3J,10,0,15,黄V认证,neutral,0.1494457721710205,0.6167517900466919,0.2338024079799652
4891697013850807,2023-04-18 02:08,西柚气泡ww,https://weibo.com/3274056580?refer_flag=1001030103_,微软快点把你的Microsoft 365 Copilot搬出来！别逼着我跪下来求你！做PPT和写Report真的很需要！GPT4，嘿嘿嘿🤤🤤🤤，我的GPT4！就拜托你这一次！我真的很需要！您的new bing是世界上最好用的搜索引擎！就让Microsoft 365也成为世界上最棒的办公套件吧！ 微软快点把你的Microsoft 365 Copilot搬出来！别逼着我跪下来求你！做PPT和写Report真的很需要！GPT4，嘿嘿嘿🤤🤤🤤，我的GPT4！就拜托你这一次！我真的很需要！您的new bing是世界上最好用的搜索引擎！就让Microsoft 365也成为世界上最棒的办公套件吧！ 微软快点把你的Microsoft 365 Copilot搬出来！别逼着我跪下来求你！做PPT和写Report真的很需要！GPT4，嘿嘿嘿🤤🤤🤤，我的GPT4！就拜托你这一次！我真的很需要！您的new bing是世界上最好用的搜索引擎！就让Microsoft 365也成为世界上最棒的办公套件吧！ 微软快点把你的Microsoft 365 Copilot搬出来！别逼着我跪下来求你！做PPT和写Report真的很需要！GPT4，嘿嘿嘿🤤🤤🤤，我的GPT4！就拜托你这一次！我真的很需要！您的new bing是世界上最好用的搜索引擎！就让Microsoft 365也成为世界上最棒的办公套件吧！ ,微博网页版,,,,https://weibo.com/3274056580/MCtspg9LN,0,1,0,没有认证,positive,0.2446596622467041,0.3456217050552368,0.4097186326980591
4891695985984875,2023-04-18 02:04,喜欢炒香菇,https://weibo.com/5179695830?refer_flag=1001030103_,太离谱了new bing也会瞎扯的吗 ​,iPhone客户端,,,https://wx4.sinaimg.cn/orj360/005Extv8ly1hd38mawev7j31400u0jze.jpg,https://weibo.com/5179695830/MCtqKp6Wf,0,0,1,没有认证,negative,0.7400228977203369,0.2116311490535736,0.04834594950079918
4891672943003589,2023-04-18 00:32,有只鸭叫丫,https://weibo.com/5261885541?refer_flag=1001030103_,写作业emo住了。幸好有new bing老师。翻相册想发张自拍，发现从长沙回澳门后只有食物和课程的记录。索性发发最近吃的美食吧。唉、饿啊！又e住了！ ​,iPhone客户端,,,https://wx1.sinaimg.cn/orj360/005K6kNDgy1hd35tinr86j32c03404qr.jpg https://wx2.sinaimg.cn/orj360/005K6kNDgy1hd35tlkr2gj33402c0hdu.jpg https://wx1.sinaimg.cn/orj360/005K6kNDgy1hd35tn7uwfj33402c0x6q.jpg https://wx3.sinaimg.cn/orj360/005K6kNDgy1hd35tp3k1aj32c0340u0y.jpg https://wx1.sinaimg.cn/orj360/005K6kNDgy1hd35tgtljkj33402c0npe.jpg https://wx4.sinaimg.cn/orj360/005K6kNDgy1hd35tqc3xxj32c0340npe.jpg https://wx3.sinaimg.cn/orj360/005K6kNDgy1hd35tsrl3oj32c0340qv6.jpg https://wx2.sinaimg.cn/orj360/005K6kNDgy1hd35ttzn57j33402c0npe.jpg https://wx4.sinaimg.cn/orj360/005K6kNDgy1hd35unad5uj32c0340kjn.jpg,https://weibo.com/5261885541/MCsPAcBmZ,0,0,0,没有认证,negative,0.38783514499664307,0.3233322501182556,0.2888326644897461
4891664407331724,2023-04-17 23:59,tourismthailand,https://weibo.com/2690178793?refer_flag=1001030103_,微软应该关闭必应聊天？马斯克：同意，还不够稳妥 O微软应该关闭必应聊天？马斯克：同意，还不够稳妥微软：与AI增强版必应长时间聊天会导致“翻车” O微软：与AI增强版必应长时间聊天会导致“翻车”1 ChatGPT输出的代码，看起来一本正经，实则完全没办法使用。2 处理数据的能力而言，对于会Python的人来说，3 吸引力也并不大。到了学术写作领域，ChatGPT始终更像是糊弄学大师 OChatGPT开始被“疯狂吐槽”了 ChatGPT加持的微软New Bing也错误频出 O别只骂谷歌Bard了，ChatGPT加持的微软New Bing也错误频出 ,微博网页版,,,,https://weibo.com/2690178793/MCsBOuLjC,0,0,0,没有认证,negative,0.606188952922821,0.3033859431743622,0.0904250293970108
4891636339839663,2023-04-17 22:07,阿尔法·卢瑟福,https://weibo.com/5510115739?refer_flag=1001030103_,感觉new bing 和 gpt 很好的一点是因为充分吸收了英文语料，所以对西方的文化非常了解。有时候很多在国内视角下因为文化差异很难理解一些西方人的观点，如果在国内里了解很容易被一些人断章取义的解释，但是new bing 和 gpt 可以很好的解释清楚为什么在西方文化下的人会有这种看法，你对这种观点的质疑它也会用一个西方人的看法来跟你解释清楚，甚至会给你搬出多个不同视角下的观点。不过我还没试过反过来用new bing 和 gpt 解释一些西方人无法理解的东亚观点… ,Redmi K60,,,,https://weibo.com/5510115739/MCrSxFhKf,0,0,1,没有认证,negative,0.4029187858104706,0.38796713948249817,0.20911414921283722
4891635848583189,2023-04-17 22:05,xgluxv06,https://weibo.com/7630295229?refer_flag=1001030103_,new bing好像理解能力越来越弱了 ​,微博网页版,,,,https://weibo.com/7630295229/MCrRKA0Sx,0,0,1,没有认证,negative,0.893939733505249,0.08795690536499023,0.018103359267115593
4891615753411067,2023-04-17 20:45,RunKidA,https://weibo.com/5225608514?refer_flag=1001030103_,沉迷和new bing对聊 ​,华为Mate30E Pro 5G,,,https://wx1.sinaimg.cn/orj360/005HE7uily1hd2zf6l8z8j3093033aa7.jpg,https://weibo.com/5225608514/MCrllejnd,0,4,0,没有认证,neutral,0.3126415014266968,0.5465947985649109,0.14076374471187592
4891607855792333,2023-04-17 20:14,青·箫湛碧湖,https://weibo.com/1671070344?refer_flag=1001030103_,跟New Bing断断续续聊了两天，可以确定的是它类比、隐喻和双关玩的贼溜，人类自以为能难住AI的东西早被扒的底裤都不剩了……而与此同时啥b贴吧老哥还在尝试让AI扮演大小姐跟自己玩杏爱语C ​,微博网页版,,,,https://weibo.com/1671070344/MCr8BoiQJ,0,3,3,黄V认证,negative,0.5602990984916687,0.28489238023757935,0.15480850636959076
4891604291425499,2023-04-17 20:00,saya1892,https://weibo.com/1136567705?refer_flag=1001030103_,new bing进化得有点快啊 ​,微博网页版,,,https://wx2.sinaimg.cn/orj360/43bea599gy1hd2y3cvsz1j21g414gk9h.jpg https://wx2.sinaimg.cn/orj360/43bea599gy1hd2y3fkbl3j214x0jdn62.jpg,https://weibo.com/1136567705/MCr2R5YPV,0,0,3,没有认证,positive,0.213091641664505,0.2983248829841614,0.48858341574668884
4891585956811364,2023-04-17 18:47,雷科技,https://weibo.com/5061312402?refer_flag=1001030103_,【三星计划牵手微软：必应成默认搜索引擎】4月17日消息，谷歌正在计划开发一款全新的搜索引擎，以对抗微软New Bing带来的潜在市场风险。据悉，在今年3月，三星曾透露要将内置的默认搜索引擎从Google更换至Bing，目的是为消费者提供更加智能的搜索服务。谷歌正计划推出一款全新的搜索引擎，暂名为“Magi”，它融合了一些谷歌Bard人工智能聊天机器人的特性，与New Bing的体验相似。不过，这项计划的开发进度还比较缓慢，目前只有100多万人参与测试，直至今年年底才会扩大规模至3000万人。 ,微博网页版,,,https://wx3.sinaimg.cn/orj360/005wwKz0gy1hd2vzz3be6j30xc0m8gw5.jpg,https://weibo.com/5061312402/MCqzhszWI,0,0,3,蓝V认证,neutral,0.09415358304977417,0.5889365673065186,0.3169098496437073
4891560681935138,2023-04-17 17:06,东京海风吹拂咸鱼桑,https://weibo.com/6028064907?refer_flag=1001030103_,日均gpt焦虑中，虽然经常看到“作为新的工业革命肯定会创造出新的需求、新的岗位”这样的话，但好像每天看到的还都是效率工具，真正革新交互乃至生活方式的创新好像并没有出现（可能是我看到的不够多，或者是没有真正理解new bing式交互的魅力）到底是gpt本身有点bubble在里面（感觉并不是），还是人类已经没什么新需求了呢…快点给我看看未来的想象在哪里，还是人类已经inevitably走向终结了 ,iPhone 14,,,,https://weibo.com/6028064907/MCpUw87pU,1,0,0,没有认证,negative,0.40113088488578796,0.37047168612480164,0.228397399187088
4891556262186906,2023-04-17 16:49,地图上的碎片,https://weibo.com/5422491403?refer_flag=1001030103_,"I became a shadow of myself, a ghost in my own life, a spectator in my own story.（New Bing用卡夫卡的风格写出的句子） ​",Mac客户端,,,,https://weibo.com/5422491403/MCpNo9aUG,0,1,0,没有认证,negative,0.5244342088699341,0.39983439445495605,0.07573144882917404
4891554538590511,2023-04-17 16:42,啾啾凶凶日记,https://weibo.com/6592525791?refer_flag=1001030103_,让chatgpt和slack的claude帮我查文献都在瞎扯（会输出一堆看起来非常真非常相关但是其实是编的文献信息）目前看来还是new bing最好使 ​,,,,,https://weibo.com/6592525791/MCpKBA2MD,0,3,1,没有认证,negative,0.5056743025779724,0.32915163040161133,0.16517406702041626
4891541048395440,2023-04-17 15:48,Nosugar-纳言,https://weibo.com/2825338767?refer_flag=1001030103_,为啥一周过去了，new bing还让我候补排队………… ​,微博网页版,,,,https://weibo.com/2825338767/MCpoQze2k,0,0,0,没有认证,negative,0.6634553670883179,0.2610919773578644,0.07545271515846252
4891536083388031,2023-04-17 15:29,ShopaholicMe,https://weibo.com/2585512634?refer_flag=1001030103_,刚才以为new bing不见了 结果发现是更新系统后藏起来惹 ​,华为P50 Pocket,,,,https://weibo.com/2585512634/MCpgQednF,0,1,0,没有认证,negative,0.5002931356430054,0.37933266162872314,0.1203741580247879
4891532081235010,2023-04-17 15:13,喂饱灵魂再拥抱,https://weibo.com/6960864801?refer_flag=1001030103_,搞了半天终于让iPad跟电脑都能用new bing了 ​,微博网页版,,,,https://weibo.com/6960864801/MCpao5bhw,0,0,0,没有认证,positive,0.1429065763950348,0.38884398341178894,0.46824944019317627
4891522710901407,2023-04-17 14:35,狂吃狂吃酱,https://weibo.com/5928231821?refer_flag=1001030103_,claude性格比new bing好多了，我再也不用被NBpua了让claude扮演猫娘，虽然扮演成了小奶猫，不过还是挺可爱就是有点话唠hhh ​,iQOO Z1 5G性能先锋,,,https://wx3.sinaimg.cn/orj360/006tcfUhly1hd2ojvloe6j30ug0d20yc.jpg https://wx3.sinaimg.cn/orj360/006tcfUhly1hd2ojw650oj30w40jotgk.jpg,https://weibo.com/5928231821/MCoVh3MuP,0,0,0,没有认证,positive,0.294964462518692,0.2974798381328583,0.4075556993484497
4891519024894442,2023-04-17 14:21,all静all,https://weibo.com/7761976345?refer_flag=1001030103_,new bing用来学prompt真的很贴心 ​,Mac客户端,,,https://wx2.sinaimg.cn/orj360/008tisCRly8hd2oa1ljmij30iu11w78m.jpg https://wx1.sinaimg.cn/orj360/008tisCRly8hd2oaefqdtj30h811gdk0.jpg,https://weibo.com/7761976345/MCoPkkxgC,0,0,0,没有认证,positive,0.16385747492313385,0.2889040410518646,0.5472384691238403
4891515233505831,2023-04-17 14:06,生活沼化,https://weibo.com/7741067356?refer_flag=1001030103_,过度使用New Bing让我变成了机性恋！ ​,微博网页版,,,,https://weibo.com/7741067356/MCoJdeI1F,1,0,13,没有认证,negative,0.433485746383667,0.3811594247817993,0.1853548139333725
4891515183434440,2023-04-17 14:06,Akiloverdose,https://weibo.com/6077424109?refer_flag=1001030103_,我：让new bing AI 帮我写邮件给OpenAI解封我的gpt账号确实蛮省事儿的（ ​,微博网页版,,,https://wx4.sinaimg.cn/orj360/006DifDvgy1hd2nv5qgnpj31c70g3jzh.jpg,https://weibo.com/6077424109/MCoJ8epsc,0,2,2,没有认证,negative,0.7303466796875,0.17986413836479187,0.08978914469480515
4891470203716217,2023-04-17 11:07,牧夫尘星级,https://weibo.com/3189362841?refer_flag=1001030103_,new bing现状 ​,微博网页版,,,https://wx2.sinaimg.cn/orj360/be19d099ly1hd2ip62336j21cy0p519r.jpg,https://weibo.com/3189362841/MCnyAfAKZ,0,3,0,没有认证,neutral,0.29907816648483276,0.4031781554222107,0.29774364829063416
4891469472860136,2023-04-17 11:04,-马尔济斯拯救世界-,https://weibo.com/5840394788?refer_flag=1001030103_,等待候补一个半月，终于收到通过的邮件了！！！New Bing我来啦 ​,HUAWEI P40 5G,,,https://wx1.sinaimg.cn/orj360/006nfHtWly1hd2ilft3ycj30u00fvq4r.jpg,https://weibo.com/5840394788/MCnxpc03e,0,0,0,没有认证,positive,0.08461613208055496,0.29193276166915894,0.6234511137008667
4891467053532808,2023-04-17 10:54,WhynotSowhat洗洗睡了吧,https://weibo.com/2713889697?refer_flag=1001030103_,！谷歌计划打造全新AI搜索引擎应对微软的new bing国内何时才能用上支持AI的搜索引擎？ ​,微博轻享版,,,https://wx4.sinaimg.cn/orj360/a1c2aba1ly1hd2icdc04ij21700sp7ap.jpg,https://weibo.com/2713889697/MCntveP2M,0,0,0,没有认证,neutral,0.08085042983293533,0.6320584416389465,0.28709113597869873
